5.867498067335642276e+00,8.177151880030342213e+00,0.000000000000000000e+00
5.613699815229969303e+00,9.932955265811791890e+00,0.000000000000000000e+00
7.225084277857702908e+00,1.044886193892150672e+01,0.000000000000000000e+00
6.762822546316171746e+00,6.051453524386283256e-01,1.000000000000000000e+00
8.016182400197799041e+00,1.543147008790984653e+00,1.000000000000000000e+00
8.401853559662841420e+00,-3.734813153278210285e-01,1.000000000000000000e+00
6.511922766695386500e+00,9.813429020266614344e+00,0.000000000000000000e+00
7.399679602525231381e+00,9.125888100340235898e-01,1.000000000000000000e+00
-4.984363346491187841e+00,-1.142227525072851790e+01,2.000000000000000000e+00
9.888250958231664001e+00,9.024139190174937930e-01,1.000000000000000000e+00
8.800021429840212406e+00,8.543235209407512798e+00,0.000000000000000000e+00
7.953113720266394182e+00,8.368976644531578302e+00,0.000000000000000000e+00
6.108460663453790573e+00,8.233439954433162455e+00,0.000000000000000000e+00
8.339755138056192507e+00,8.888149571846016173e+00,0.000000000000000000e+00
8.883610840456855229e+00,9.015898740093083674e+00,0.000000000000000000e+00
-6.668436976547093664e+00,-9.357071676776300251e+00,2.000000000000000000e+00
-5.139044280758511718e+00,-1.014831194725306496e+01,2.000000000000000000e+00
-6.916203652826219184e+00,-1.132959632175843545e+01,2.000000000000000000e+00
7.034432405163599356e+00,9.697367382354332932e+00,0.000000000000000000e+00
-5.946670638871868420e+00,-1.118065008751479539e+01,2.000000000000000000e+00
7.105963548929561391e+00,2.135145720765751598e+00,1.000000000000000000e+00
-4.600208696127608299e+00,-1.048989837383532198e+01,2.000000000000000000e+00
8.248408416963311396e+00,8.282912697020499593e+00,0.000000000000000000e+00
8.953624073629827151e+00,9.489034167236585660e+00,0.000000000000000000e+00
8.330234345783939176e+00,8.621300497783139782e-01,1.000000000000000000e+00
6.434919594229767448e+00,9.974160938180752112e+00,0.000000000000000000e+00
7.825653868184563322e+00,1.488379966310302116e+00,1.000000000000000000e+00
8.185340064175171904e+00,1.385267345833387509e+00,1.000000000000000000e+00
8.263075241990510023e+00,-3.446222765427076062e-01,1.000000000000000000e+00
7.950233605531557224e+00,7.160689184609604352e-01,1.000000000000000000e+00
7.413952626309934679e+00,-4.571562943632490050e-02,1.000000000000000000e+00
7.336543286852096557e+00,2.193163669386803960e+00,1.000000000000000000e+00
6.796158770594093568e+00,1.594133492333903446e+00,1.000000000000000000e+00
7.266972544532049660e+00,9.870458363207179175e+00,0.000000000000000000e+00
-5.028964002663898647e+00,-1.002858604518697661e+01,2.000000000000000000e+00
7.700350037539863912e+00,8.341071869387723936e+00,0.000000000000000000e+00
9.815883092150677669e+00,2.286650419260335632e+00,1.000000000000000000e+00
6.696276518996432614e+00,3.608421898576334441e-01,1.000000000000000000e+00
7.269469547555358346e+00,1.098320369097368854e+01,0.000000000000000000e+00
-2.981920282136846900e+00,-9.786117302529754980e+00,2.000000000000000000e+00
7.309447719262705867e+00,-7.325593990795129518e-01,1.000000000000000000e+00
6.739826357551413238e+00,1.011672426783232837e+01,0.000000000000000000e+00
6.166919204554323741e+00,2.868432877487601562e+00,1.000000000000000000e+00
8.112973084114189604e+00,1.285644878521952528e+00,1.000000000000000000e+00
8.062629286973258758e+00,3.433268894772202318e-01,1.000000000000000000e+00
8.264292007426423226e+00,2.109578257543630819e+00,1.000000000000000000e+00
7.782240051142107262e+00,8.550831506011610017e+00,0.000000000000000000e+00
9.193772680744862313e+00,1.026786712477187891e+01,0.000000000000000000e+00
1.040777751138305618e+01,-4.841736012940800471e-03,1.000000000000000000e+00
-6.311133479905805643e+00,-9.809742201508973025e+00,2.000000000000000000e+00
-6.084724423776730617e+00,-9.845478381338557128e+00,2.000000000000000000e+00
7.759315156161751048e+00,9.129635131082309840e+00,0.000000000000000000e+00
-4.673249551225657328e+00,-1.010521635361792470e+01,2.000000000000000000e+00
7.686262224157506928e+00,-4.255056440640303528e-02,1.000000000000000000e+00
6.036712542467068232e+00,7.102468016402807560e-01,1.000000000000000000e+00
6.107233607435912148e+00,1.730102572580255904e+00,1.000000000000000000e+00
-5.687296192651046134e+00,-1.089346944158724995e+01,2.000000000000000000e+00
5.109272013339593244e+00,1.205277446190713642e+00,1.000000000000000000e+00
7.141716038321541227e+00,1.031154167490861973e-01,1.000000000000000000e+00
8.210793409692437095e+00,9.622313759787747500e+00,0.000000000000000000e+00
7.011198993436513760e+00,-7.676503923577093769e-02,1.000000000000000000e+00
-6.467229557857469224e+00,-1.054197226536209797e+01,2.000000000000000000e+00
6.553291032056659304e+00,1.112520497213697723e+00,1.000000000000000000e+00
8.682096469250275561e+00,1.948442896708631356e+00,1.000000000000000000e+00
7.277755137913985983e+00,1.076824835026648763e+01,0.000000000000000000e+00
7.281167530179517122e+00,1.584804245450591731e-01,1.000000000000000000e+00
7.248312978403470552e+00,8.094622660697190497e+00,0.000000000000000000e+00
8.993879847019666585e+00,2.203768146439463393e+00,1.000000000000000000e+00
7.926478168037226268e+00,2.563457094912485523e+00,1.000000000000000000e+00
-6.153014200509557163e+00,-1.011924514050670609e+01,2.000000000000000000e+00
-6.602074855220300797e+00,-8.050079106009510710e+00,2.000000000000000000e+00
7.983010592123246596e+00,9.857535527340445469e+00,0.000000000000000000e+00
6.915116957253906627e+00,8.648123835168608053e+00,0.000000000000000000e+00
-5.128679833104582642e+00,-8.834628397197528571e+00,2.000000000000000000e+00
6.158954831030094113e+00,8.702086854283482609e+00,0.000000000000000000e+00
8.700972609794414225e+00,2.583139854885617148e-01,1.000000000000000000e+00
6.710243865465350233e+00,-1.332682822650295584e+00,1.000000000000000000e+00
