294,290
302,288
305,294
309,299
306,307
299,306
294,303
289,297
284,294
292,284
304,283
313,286
319,295
315,308
306,312
296,312
288,312
285,307
273,296
275,287
285,275
283,276
306,271
296,271
323,279
315,274
330,293
325,287
330,302
323,314
327,308
312,325
317,319
295,326
300,326
282,323
287,324
276,311
276,316
271,307
264,276
282,258
273,265
307,254
295,254
332,265
319,263
342,285
337,280
345,305
344,298
335,325
340,315
316,338
327,334
293,345
305,343
271,334
282,337
261,319
263,327
255,298
255,305
259,284
248,259
278,233
312,230
347,250
366,279
371,308
352,341
322,362
288,366
255,353
235,322
232,290
240,275
261,247
293,231
326,239
357,261
366,294
359,323
336,352
305,364
269,357
242,340
232,306
208,287
229,242
270,210
319,202
364,230
387,270
394,314
371,357
331,384
284,390
235,372
211,328
210,308
220,261
247,227
293,209
337,219
373,249
385,289
378,333
350,370
305,388
257,379
223,350
176,340
174,276
203,217
259,176
323,171
385,209
418,261
429,324
397,379
342,418
276,428
209,399
195,366
181,308
190,249
233,197
289,175
352,193
399,236
418,290
408,344
368,397
304,420
249,409
184,419
146,350
144,270
179,195
249,145
331,138
406,185
446,249
423,221
366,168
288,145
217,173
165,237
150,309
170,381
233,436
270,459
307,448
350,448
380,420
419,401
428,364
456,331
447,290
478,239
451,207
429,162
384,137
340,106
288,114
238,107
202,142
152,173
138,216
107,259
116,308
108,359
137,394
159,450
207,464
260,495
308,484
362,485
394,452
446,420
460,379
495,340
479,290
511,229
512,284
533,346
483,390
470,448
418,474
371,516
313,516
254,531
202,496
130,478
111,421
79,369
82,311
74,252
108,207
130,147
178,121
228,75
286,78
345,68
395,109
450,138
479,188
