303,284
312,287
318,296
316,304
308,312
298,313
294,311
288,307
286,301
285,292
295,283
300,299
305,270
290,274
277,285
274,296
276,312
284,322
295,326
306,323
322,314
330,302
330,290
321,278
308,254
331,265
343,284
345,304
336,325
316,338
294,344
270,335
260,317
258,296
265,270
283,256
275,233
312,231
346,251
365,279
370,311
353,340
323,362
287,365
252,354
233,325
233,289
247,258
228,244
202,219
180,197
152,172
127,150
228,77
237,108
247,144
259,175
269,210
318,206
325,169
333,142
340,104
347,68
363,232
383,209
407,184
430,161
451,137
511,226
476,238
447,251
417,259
390,269
392,313
426,323
458,328
496,338
528,347
470,444
444,422
416,398
399,381
373,357
330,384
341,419
353,450
362,479
372,515
252,526
263,495
263,495
269,454
275,425
282,390
232,371
209,394
184,422
159,448
133,474
77,368
108,361
146,349
176,341
212,331
208,286
176,273
144,268
109,263
73,251
22,241
82,107
212,28
353,35
488,95
562,209
575,359
515,487
387,556
246,560
102,507
20,385
