86,859
56,831
48,775
48,731
50,687
58,621
58,561
64,519
68,465
68,401
70,348
66,441
106,479
138,443
172,403
230,372
198,386
260,356
334,356
296,322
296,380
361,334
439,393
423,358
383,389
393,447
409,417
479,467
431,455
413,491
461,541
449,505
417,567
475,643
445,683
489,739
423,769
483,809
443,803
423,841
489,861
453,753
417,715
489,679
403,613
472,605
435,597
423,635
441,531
120,565
116,417
124,366
104,707
74,839
92,805
98,643
502,415
560,401
538,376
596,366
554,352
606,395
652,354
618,332
684,326
759,376
739,328
688,372
807,435
717,459
759,433
819,360
855,487
809,399
771,565
825,567
809,521
765,495
849,437
803,479
855,565
805,653
771,607
851,637
821,729
745,695
799,693
853,679
829,793
765,771
781,733
857,763
779,831
821,861
837,835
809,823
